method,frame,dataset,seed,shot,category,region_grid,n_pixels,pixel_ap,pixel_auroc,seconds,source,bootstrap_stride,pixel_ap_on_bootstrap_grid
anomalydino_canvas_rotation,native,mpdd,1,1,bracket_white,32x32,61440,0.06279830595065075,0.975324770462981,0.01,D:\STUDY\My_github\reference-matching-interaction-ad\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines\region_maps\anomalydino_canvas_rotation\mpdd_s1_k1_bracket_white.npz,1,0.06279830595065075
anomalydino_canvas_rotation,common_region,mpdd,1,1,bracket_white,392x392,9219840,0.06262627644782201,0.9766312256082793,0.66,D:\STUDY\My_github\reference-matching-interaction-ad\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines\region_maps\anomalydino_canvas_rotation\mpdd_s1_k1_bracket_white.npz,8,0.06530867674674962
controlled_A1_J,native,mpdd,1,1,connector,32x32,45056,0.17760627371654553,0.9661754768398502,0.01,D:\STUDY\My_github\reference-matching-interaction-ad\experiments\dynamic_fusion\unified_fusion_paper_support_20260913\p1_matrix\units\mpdd_s1_k1\connector\patch_scores.npz,1,0.17760627371654553
controlled_A1_J,common_region,mpdd,1,1,connector,392x392,6761216,0.26718276158605114,0.9723344088229606,0.47,D:\STUDY\My_github\reference-matching-interaction-ad\experiments\dynamic_fusion\unified_fusion_paper_support_20260913\p1_matrix\units\mpdd_s1_k1\connector\patch_scores.npz,8,0.26400696033889315
controlled_A1_L,native,mpdd,1,1,connector,32x32,45056,0.1961809642604757,0.9738364331407962,0.01,D:\STUDY\My_github\reference-matching-interaction-ad\experiments\dynamic_fusion\unified_fusion_paper_support_20260913\p1_matrix\units\mpdd_s1_k1\connector\patch_scores.npz,1,0.1961809642604757
controlled_A1_L,common_region,mpdd,1,1,connector,392x392,6761216,0.2815405769534076,0.9760635234806538,0.47,D:\STUDY\My_github\reference-matching-interaction-ad\experiments\dynamic_fusion\unified_fusion_paper_support_20260913\p1_matrix\units\mpdd_s1_k1\connector\patch_scores.npz,8,0.2800113668307681
PatchCore_native_local128,native,mpdd,1,1,connector,128x128,720896,0.05386303003432429,0.9094785694664634,0.05,D:\STUDY\My_github\reference-matching-interaction-ad\outputs\patchcore\closeout\mpdd_closeout\mpdd_s1_k1\predictions\mvtec_connector.npz,8,0.0516233243968349
PatchCore_native_local128,common_region,mpdd,1,1,connector,392x392,6761216,0.054889191811562925,0.9077241262257297,0.45,D:\STUDY\My_github\reference-matching-interaction-ad\outputs\patchcore\closeout\mpdd_closeout\mpdd_s1_k1\predictions\mvtec_connector.npz,8,0.054904520487892926
PatchCore_native_official224,native,mpdd,1,1,connector,224x224,2207744,0.14835240375877895,0.9554269284627741,0.15,D:\STUDY\My_github\reference-matching-interaction-ad\outputs\patchcore\closeout_official224\mpdd_official224\mpdd_s1_k1\predictions\mvtec_connector.npz,8,0.15673292696693505
PatchCore_native_official224,common_region,mpdd,1,1,connector,392x392,6761216,0.1487137374766322,0.9555371269067812,0.47,D:\STUDY\My_github\reference-matching-interaction-ad\outputs\patchcore\closeout_official224\mpdd_official224\mpdd_s1_k1\predictions\mvtec_connector.npz,8,0.1506076561275425
anomalydino_canvas,native,mpdd,1,1,connector,32x32,45056,0.14279526162474188,0.958203411669456,0.01,D:\STUDY\My_github\reference-matching-interaction-ad\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines\region_maps\anomalydino_canvas\mpdd_s1_k1_connector.npz,1,0.14279526162474188
anomalydino_canvas,common_region,mpdd,1,1,connector,392x392,6761216,0.22631883460457058,0.9639506805256474,0.47,D:\STUDY\My_github\reference-matching-interaction-ad\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines\region_maps\anomalydino_canvas\mpdd_s1_k1_connector.npz,8,0.22640088736640362
anomalydino_canvas_rotation,native,mpdd,1,1,connector,32x32,45056,0.15167942920066219,0.9583028802578196,0.01,D:\STUDY\My_github\reference-matching-interaction-ad\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines\region_maps\anomalydino_canvas_rotation\mpdd_s1_k1_connector.npz,1,0.15167942920066219
anomalydino_canvas_rotation,common_region,mpdd,1,1,connector,392x392,6761216,0.23534320622802543,0.963959005638471,0.47,D:\STUDY\My_github\reference-matching-interaction-ad\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines\region_maps\anomalydino_canvas_rotation\mpdd_s1_k1_connector.npz,8,0.2322455301816535
controlled_A1_J,native,mpdd,1,1,metal_plate,32x32,99328,0.8015610695588258,0.9501644587575474,0.02,D:\STUDY\My_github\reference-matching-interaction-ad\experiments\dynamic_fusion\unified_fusion_paper_support_20260913\p1_matrix\units\mpdd_s1_k1\metal_plate\patch_scores.npz,1,0.8015610695588258
controlled_A1_J,common_region,mpdd,1,1,metal_plate,392x392,14905408,0.8619554765661058,0.9611686296802925,1.35,D:\STUDY\My_github\reference-matching-interaction-ad\experiments\dynamic_fusion\unified_fusion_paper_support_20260913\p1_matrix\units\mpdd_s1_k1\metal_plate\patch_scores.npz,8,0.8609935611019797
controlled_A1_L,native,mpdd,1,1,metal_plate,32x32,99328,0.7973782474588241,0.952301207727382,0.02,D:\STUDY\My_github\reference-matching-interaction-ad\experiments\dynamic_fusion\unified_fusion_paper_support_20260913\p1_matrix\units\mpdd_s1_k1\metal_plate\patch_scores.npz,1,0.7973782474588241
controlled_A1_L,common_region,mpdd,1,1,metal_plate,392x392,14905408,0.8597277056230899,0.9626911392078081,1.35,D:\STUDY\My_github\reference-matching-interaction-ad\experiments\dynamic_fusion\unified_fusion_paper_support_20260913\p1_matrix\units\mpdd_s1_k1\metal_plate\patch_scores.npz,8,0.8588059988840187
PatchCore_native_local128,native,mpdd,1,1,metal_plate,128x128,1589248,0.6889220811206199,0.9283880801589202,0.15,D:\STUDY\My_github\reference-matching-interaction-ad\outputs\patchcore\closeout\mpdd_closeout\mpdd_s1_k1\predictions\mvtec_metal_plate.npz,8,0.6878689038210727
PatchCore_native_local128,common_region,mpdd,1,1,metal_plate,392x392,14905408,0.6917879603991813,0.9267757109497164,1.34,D:\STUDY\My_github\reference-matching-interaction-ad\outputs\patchcore\closeout\mpdd_closeout\mpdd_s1_k1\predictions\mvtec_metal_plate.npz,8,0.6917524688599599
PatchCore_native_official224,native,mpdd,1,1,metal_plate,224x224,4867072,0.7718743748318101,0.9544951530296686,0.43,D:\STUDY\My_github\reference-matching-interaction-ad\outputs\patchcore\closeout_official224\mpdd_official224\mpdd_s1_k1\predictions\mvtec_metal_plate.npz,8,0.7736211617740343
PatchCore_native_official224,common_region,mpdd,1,1,metal_plate,392x392,14905408,0.7722673373698224,0.9545369080303875,1.32,D:\STUDY\My_github\reference-matching-interaction-ad\outputs\patchcore\closeout_official224\mpdd_official224\mpdd_s1_k1\predictions\mvtec_metal_plate.npz,8,0.7715938305952017
anomalydino_canvas,native,mpdd,1,1,metal_plate,32x32,99328,0.7571323694831958,0.9183075974268434,0.02,D:\STUDY\My_github\reference-matching-interaction-ad\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines\region_maps\anomalydino_canvas\mpdd_s1_k1_metal_plate.npz,1,0.7571323694831958
anomalydino_canvas,common_region,mpdd,1,1,metal_plate,392x392,14905408,0.8432248123718838,0.9468147260015772,1.36,D:\STUDY\My_github\reference-matching-interaction-ad\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines\region_maps\anomalydino_canvas\mpdd_s1_k1_metal_plate.npz,8,0.8426190049560546
anomalydino_canvas_rotation,native,mpdd,1,1,metal_plate,32x32,99328,0.7785795105708779,0.9247363357241271,0.02,D:\STUDY\My_github\reference-matching-interaction-ad\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines\region_maps\anomalydino_canvas_rotation\mpdd_s1_k1_metal_plate.npz,1,0.7785795105708779
anomalydino_canvas_rotation,common_region,mpdd,1,1,metal_plate,392x392,14905408,0.8627688796426057,0.9537143529479742,1.35,D:\STUDY\My_github\reference-matching-interaction-ad\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines\region_maps\anomalydino_canvas_rotation\mpdd_s1_k1_metal_plate.npz,8,0.8621373292215724
controlled_A1_J,native,mpdd,1,1,tubes,32x32,103424,0.6036777661758623,0.9698882863642053,0.03,D:\STUDY\My_github\reference-matching-interaction-ad\experiments\dynamic_fusion\unified_fusion_paper_support_20260913\p1_matrix\units\mpdd_s1_k1\tubes\patch_scores.npz,1,0.6036777661758623
controlled_A1_J,common_region,mpdd,1,1,tubes,392x392,15520064,0.6629431791372691,0.9767554817899071,1.16,D:\STUDY\My_github\reference-matching-interaction-ad\experiments\dynamic_fusion\unified_fusion_paper_support_20260913\p1_matrix\units\mpdd_s1_k1\tubes\patch_scores.npz,8,0.6700371251917303
controlled_A1_L,native,mpdd,1,1,tubes,32x32,103424,0.6074473840276339,0.9732995775082491,0.02,D:\STUDY\My_github\reference-matching-interaction-ad\experiments\dynamic_fusion\unified_fusion_paper_support_20260913\p1_matrix\units\mpdd_s1_k1\tubes\patch_scores.npz,1,0.6074473840276339
controlled_A1_L,common_region,mpdd,1,1,tubes,392x392,15520064,0.6709316847428606,0.9790824665701813,1.15,D:\STUDY\My_github\reference-matching-interaction-ad\experiments\dynamic_fusion\unified_fusion_paper_support_20260913\p1_matrix\units\mpdd_s1_k1\tubes\patch_scores.npz,8,0.6768587188143388
PatchCore_native_local128,native,mpdd,1,1,tubes,128x128,1654784,0.09479666236031804,0.8904788701962026,0.12,D:\STUDY\My_github\reference-matching-interaction-ad\outputs\patchcore\closeout\mpdd_closeout\mpdd_s1_k1\predictions\mvtec_tubes.npz,8,0.09744709750539332
PatchCore_native_local128,common_region,mpdd,1,1,tubes,392x392,15520064,0.095529936780119,0.8876616233470426,1.09,D:\STUDY\My_github\reference-matching-interaction-ad\outputs\patchcore\closeout\mpdd_closeout\mpdd_s1_k1\predictions\mvtec_tubes.npz,8,0.09542918953703287
PatchCore_native_official224,native,mpdd,1,1,tubes,224x224,5067776,0.06404761369771732,0.9136964297778006,0.36,D:\STUDY\My_github\reference-matching-interaction-ad\outputs\patchcore\closeout_official224\mpdd_official224\mpdd_s1_k1\predictions\mvtec_tubes.npz,8,0.06613632234229579
PatchCore_native_official224,common_region,mpdd,1,1,tubes,392x392,15520064,0.06404492314661096,0.9136136320439394,1.11,D:\STUDY\My_github\reference-matching-interaction-ad\outputs\patchcore\closeout_official224\mpdd_official224\mpdd_s1_k1\predictions\mvtec_tubes.npz,8,0.06384158816886325
anomalydino_canvas,native,mpdd,1,1,tubes,32x32,103424,0.41780104527597567,0.9478307152519587,0.02,D:\STUDY\My_github\reference-matching-interaction-ad\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines\region_maps\anomalydino_canvas\mpdd_s1_k1_tubes.npz,1,0.41780104527597567
anomalydino_canvas,common_region,mpdd,1,1,tubes,392x392,15520064,0.49469603128817374,0.9565592182810633,1.14,D:\STUDY\My_github\reference-matching-interaction-ad\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines\region_maps\anomalydino_canvas\mpdd_s1_k1_tubes.npz,8,0.50107689669483
anomalydino_canvas_rotation,native,mpdd,1,1,tubes,32x32,103424,0.44989720018807333,0.9481016578041622,0.02,D:\STUDY\My_github\reference-matching-interaction-ad\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines\region_maps\anomalydino_canvas_rotation\mpdd_s1_k1_tubes.npz,1,0.44989720018807333
anomalydino_canvas_rotation,common_region,mpdd,1,1,tubes,392x392,15520064,0.5258867998254633,0.9573390209876395,1.14,D:\STUDY\My_github\reference-matching-interaction-ad\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines\region_maps\anomalydino_canvas_rotation\mpdd_s1_k1_tubes.npz,8,0.5327510778355183
controlled_A1_J,native,mpdd,1,4,bracket_black,32x32,80896,0.18958568822290944,0.9503802386482478,0.02,D:\STUDY\My_github\reference-matching-interaction-ad\experiments\dynamic_fusion\unified_fusion_paper_support_20260913\p1_matrix\units\mpdd_s1_k4\bracket_black\patch_scores.npz,1,0.18958568822290944
controlled_A1_J,common_region,mpdd,1,4,bracket_black,392x392,12139456,0.11431652253807101,0.9551725368265385,0.86,D:\STUDY\My_github\reference-matching-interaction-ad\experiments\dynamic_fusion\unified_fusion_paper_support_20260913\p1_matrix\units\mpdd_s1_k4\bracket_black\patch_scores.npz,8,0.10825409261957895
controlled_A1_L,native,mpdd,1,4,bracket_black,32x32,80896,0.19618379156950605,0.9584763545331279,0.02,D:\STUDY\My_github\reference-matching-interaction-ad\experiments\dynamic_fusion\unified_fusion_paper_support_20260913\p1_matrix\units\mpdd_s1_k4\bracket_black\patch_scores.npz,1,0.19618379156950605
controlled_A1_L,common_region,mpdd,1,4,bracket_black,392x392,12139456,0.11308771221302624,0.9581928416336348,0.87,D:\STUDY\My_github\reference-matching-interaction-ad\experiments\dynamic_fusion\unified_fusion_paper_support_20260913\p1_matrix\units\mpdd_s1_k4\bracket_black\patch_scores.npz,8,0.10694079061226415
PatchCore_native_local128,native,mpdd,1,4,bracket_black,128x128,1294336,0.003882250613656327,0.8350815350454479,0.09,D:\STUDY\My_github\reference-matching-interaction-ad\outputs\patchcore\closeout\mpdd_closeout\mpdd_s1_k4\predictions\mvtec_bracket_black.npz,8,0.0036048090928120385
PatchCore_native_local128,common_region,mpdd,1,4,bracket_black,392x392,12139456,0.003959896099861332,0.8334301428669766,0.82,D:\STUDY\My_github\reference-matching-interaction-ad\outputs\patchcore\closeout\mpdd_closeout\mpdd_s1_k4\predictions\mvtec_bracket_black.npz,8,0.004195805858006826
PatchCore_native_official224,native,mpdd,1,4,bracket_black,224x224,3963904,0.011355653217320202,0.9171769037051539,0.28,D:\STUDY\My_github\reference-matching-interaction-ad\outputs\patchcore\closeout_official224\mpdd_official224\mpdd_s1_k4\predictions\mvtec_bracket_black.npz,8,0.00866723681298055
PatchCore_native_official224,common_region,mpdd,1,4,bracket_black,392x392,12139456,0.011405506285867173,0.916627087862546,0.84,D:\STUDY\My_github\reference-matching-interaction-ad\outputs\patchcore\closeout_official224\mpdd_official224\mpdd_s1_k4\predictions\mvtec_bracket_black.npz,8,0.01286821184193253
anomalydino_canvas,native,mpdd,1,4,bracket_black,32x32,80896,0.1253780147354045,0.9239875117138376,0.02,D:\STUDY\My_github\reference-matching-interaction-ad\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines\region_maps\anomalydino_canvas\mpdd_s1_k4_bracket_black.npz,1,0.1253780147354045
anomalydino_canvas,common_region,mpdd,1,4,bracket_black,392x392,12139456,0.08392001779917815,0.9287452824955277,0.87,D:\STUDY\My_github\reference-matching-interaction-ad\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines\region_maps\anomalydino_canvas\mpdd_s1_k4_bracket_black.npz,8,0.07122979042169293
anomalydino_canvas_rotation,native,mpdd,1,4,bracket_black,32x32,80896,0.13037220254331316,0.9238871129852207,0.02,D:\STUDY\My_github\reference-matching-interaction-ad\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines\region_maps\anomalydino_canvas_rotation\mpdd_s1_k4_bracket_black.npz,1,0.13037220254331316
anomalydino_canvas_rotation,common_region,mpdd,1,4,bracket_black,392x392,12139456,0.08260749179848931,0.9276025413721417,0.87,D:\STUDY\My_github\reference-matching-interaction-ad\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines\region_maps\anomalydino_canvas_rotation\mpdd_s1_k4_bracket_black.npz,8,0.06970741134821279
controlled_A1_J,native,mpdd,1,4,bracket_brown,32x32,78848,0.055793904814420134,0.8982088242390768,0.02,D:\STUDY\My_github\reference-matching-interaction-ad\experiments\dynamic_fusion\unified_fusion_paper_support_20260913\p1_matrix\units\mpdd_s1_k4\bracket_brown\patch_scores.npz,1,0.055793904814420134
controlled_A1_J,common_region,mpdd,1,4,bracket_brown,392x392,11832128,0.05674865706142117,0.9088083119378378,0.86,D:\STUDY\My_github\reference-matching-interaction-ad\experiments\dynamic_fusion\unified_fusion_paper_support_20260913\p1_matrix\units\mpdd_s1_k4\bracket_brown\patch_scores.npz,8,0.05667969618455192
controlled_A1_L,native,mpdd,1,4,bracket_brown,32x32,78848,0.06368884690990118,0.9155137543764249,0.02,D:\STUDY\My_github\reference-matching-interaction-ad\experiments\dynamic_fusion\unified_fusion_paper_support_20260913\p1_matrix\units\mpdd_s1_k4\bracket_brown\patch_scores.npz,1,0.06368884690990118
controlled_A1_L,common_region,mpdd,1,4,bracket_brown,392x392,11832128,0.06152122352486477,0.9185661226330367,0.86,D:\STUDY\My_github\reference-matching-interaction-ad\experiments\dynamic_fusion\unified_fusion_paper_support_20260913\p1_matrix\units\mpdd_s1_k4\bracket_brown\patch_scores.npz,8,0.06229432940292765
PatchCore_native_local128,native,mpdd,1,4,bracket_brown,128x128,1261568,0.029715949843631788,0.9020613276259508,0.09,D:\STUDY\My_github\reference-matching-interaction-ad\outputs\patchcore\closeout\mpdd_closeout\mpdd_s1_k4\predictions\mvtec_bracket_brown.npz,8,0.030855492662636215
PatchCore_native_local128,common_region,mpdd,1,4,bracket_brown,392x392,11832128,0.02960063756994772,0.900190246650586,0.82,D:\STUDY\My_github\reference-matching-interaction-ad\outputs\patchcore\closeout\mpdd_closeout\mpdd_s1_k4\predictions\mvtec_bracket_brown.npz,8,0.029051252240194746
PatchCore_native_official224,native,mpdd,1,4,bracket_brown,224x224,3863552,0.04951580025351035,0.9380365604018956,0.27,D:\STUDY\My_github\reference-matching-interaction-ad\outputs\patchcore\closeout_official224\mpdd_official224\mpdd_s1_k4\predictions\mvtec_bracket_brown.npz,8,0.04878298955488703
PatchCore_native_official224,common_region,mpdd,1,4,bracket_brown,392x392,11832128,0.049447678799183756,0.9380975144875392,0.83,D:\STUDY\My_github\reference-matching-interaction-ad\outputs\patchcore\closeout_official224\mpdd_official224\mpdd_s1_k4\predictions\mvtec_bracket_brown.npz,8,0.048204806839262905
anomalydino_canvas,native,mpdd,1,4,bracket_brown,32x32,78848,0.06543429679943252,0.9183448982220985,0.02,D:\STUDY\My_github\reference-matching-interaction-ad\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines\region_maps\anomalydino_canvas\mpdd_s1_k4_bracket_brown.npz,1,0.06543429679943252
anomalydino_canvas,common_region,mpdd,1,4,bracket_brown,392x392,11832128,0.06765935999736508,0.9275954431282099,0.86,D:\STUDY\My_github\reference-matching-interaction-ad\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines\region_maps\anomalydino_canvas\mpdd_s1_k4_bracket_brown.npz,8,0.06862111712966978
anomalydino_canvas_rotation,native,mpdd,1,4,bracket_brown,32x32,78848,0.06284816366875337,0.9185905438617594,0.02,D:\STUDY\My_github\reference-matching-interaction-ad\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines\region_maps\anomalydino_canvas_rotation\mpdd_s1_k4_bracket_brown.npz,1,0.06284816366875337
anomalydino_canvas_rotation,common_region,mpdd,1,4,bracket_brown,392x392,11832128,0.0651601842997758,0.9275977734928664,0.86,D:\STUDY\My_github\reference-matching-interaction-ad\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines\region_maps\anomalydino_canvas_rotation\mpdd_s1_k4_bracket_brown.npz,8,0.06625460722010781
controlled_A1_J,native,mpdd,1,4,bracket_white,32x32,61440,0.17462899965466175,0.9984276985522346,0.01,D:\STUDY\My_github\reference-matching-interaction-ad\experiments\dynamic_fusion\unified_fusion_paper_support_20260913\p1_matrix\units\mpdd_s1_k4\bracket_white\patch_scores.npz,1,0.17462899965466175
controlled_A1_J,common_region,mpdd,1,4,bracket_white,392x392,9219840,0.2203161939539341,0.9979544421951961,0.65,D:\STUDY\My_github\reference-matching-interaction-ad\experiments\dynamic_fusion\unified_fusion_paper_support_20260913\p1_matrix\units\mpdd_s1_k4\bracket_white\patch_scores.npz,8,0.24105135762439087
controlled_A1_L,native,mpdd,1,4,bracket_white,32x32,61440,0.18954914851726254,0.9983530854550585,0.01,D:\STUDY\My_github\reference-matching-interaction-ad\experiments\dynamic_fusion\unified_fusion_paper_support_20260913\p1_matrix\units\mpdd_s1_k4\bracket_white\patch_scores.npz,1,0.18954914851726254
controlled_A1_L,common_region,mpdd,1,4,bracket_white,392x392,9219840,0.2191761728329525,0.997842312883267,0.65,D:\STUDY\My_github\reference-matching-interaction-ad\experiments\dynamic_fusion\unified_fusion_paper_support_20260913\p1_matrix\units\mpdd_s1_k4\bracket_white\patch_scores.npz,8,0.23336459905261514
PatchCore_native_local128,native,mpdd,1,4,bracket_white,128x128,983040,0.0011914705077781887,0.8451874558955531,0.07,D:\STUDY\My_github\reference-matching-interaction-ad\outputs\patchcore\closeout\mpdd_closeout\mpdd_s1_k4\predictions\mvtec_bracket_white.npz,8,0.0015010826605717407
PatchCore_native_local128,common_region,mpdd,1,4,bracket_white,392x392,9219840,0.0012638995502673792,0.8472335816302428,0.63,D:\STUDY\My_github\reference-matching-interaction-ad\outputs\patchcore\closeout\mpdd_closeout\mpdd_s1_k4\predictions\mvtec_bracket_white.npz,8,0.0013811906422233904
PatchCore_native_official224,native,mpdd,1,4,bracket_white,224x224,3010560,0.006874021476562368,0.963096115130739,0.21,D:\STUDY\My_github\reference-matching-interaction-ad\outputs\patchcore\closeout_official224\mpdd_official224\mpdd_s1_k4\predictions\mvtec_bracket_white.npz,8,0.006683741798998726
PatchCore_native_official224,common_region,mpdd,1,4,bracket_white,392x392,9219840,0.006770370010265009,0.9635851837483966,0.64,D:\STUDY\My_github\reference-matching-interaction-ad\outputs\patchcore\closeout_official224\mpdd_official224\mpdd_s1_k4\predictions\mvtec_bracket_white.npz,8,0.007154669879617067
anomalydino_canvas,native,mpdd,1,4,bracket_white,32x32,61440,0.07818627863120628,0.996965281847583,0.01,D:\STUDY\My_github\reference-matching-interaction-ad\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines\region_maps\anomalydino_canvas\mpdd_s1_k4_bracket_white.npz,1,0.07818627863120628
anomalydino_canvas,common_region,mpdd,1,4,bracket_white,392x392,9219840,0.09009035908242288,0.9965405950706845,0.66,D:\STUDY\My_github\reference-matching-interaction-ad\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines\region_maps\anomalydino_canvas\mpdd_s1_k4_bracket_white.npz,8,0.09523711176888279
anomalydino_canvas_rotation,native,mpdd,1,4,bracket_white,32x32,61440,0.1535823048180049,0.9974536584836448,0.01,D:\STUDY\My_github\reference-matching-interaction-ad\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines\region_maps\anomalydino_canvas_rotation\mpdd_s1_k4_bracket_white.npz,1,0.1535823048180049
anomalydino_canvas_rotation,common_region,mpdd,1,4,bracket_white,392x392,9219840,0.16077023081311753,0.9970907955596295,0.66,D:\STUDY\My_github\reference-matching-interaction-ad\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines\region_maps\anomalydino_canvas_rotation\mpdd_s1_k4_bracket_white.npz,8,0.1595170907236279
controlled_A1_J,native,mpdd,1,4,connector,32x32,45056,0.2686830409839752,0.9660643832703771,0.01,D:\STUDY\My_github\reference-matching-interaction-ad\experiments\dynamic_fusion\unified_fusion_paper_support_20260913\p1_matrix\units\mpdd_s1_k4\connector\patch_scores.npz,1,0.2686830409839752
controlled_A1_J,common_region,mpdd,1,4,connector,392x392,6761216,0.42090959171210024,0.9721346856390347,0.47,D:\STUDY\My_github\reference-matching-interaction-ad\experiments\dynamic_fusion\unified_fusion_paper_support_20260913\p1_matrix\units\mpdd_s1_k4\connector\patch_scores.npz,8,0.4155294667704811
controlled_A1_L,native,mpdd,1,4,connector,32x32,45056,0.3276909198633533,0.972578825809408,0.01,D:\STUDY\My_github\reference-matching-interaction-ad\experiments\dynamic_fusion\unified_fusion_paper_support_20260913\p1_matrix\units\mpdd_s1_k4\connector\patch_scores.npz,1,0.3276909198633533
controlled_A1_L,common_region,mpdd,1,4,connector,392x392,6761216,0.4772936191771076,0.9771259418635568,0.47,D:\STUDY\My_github\reference-matching-interaction-ad\experiments\dynamic_fusion\unified_fusion_paper_support_20260913\p1_matrix\units\mpdd_s1_k4\connector\patch_scores.npz,8,0.4700351009899035
PatchCore_native_local128,native,mpdd,1,4,connector,128x128,720896,0.0963116079460912,0.953030349934931,0.05,D:\STUDY\My_github\reference-matching-interaction-ad\outputs\patchcore\closeout\mpdd_closeout\mpdd_s1_k4\predictions\mvtec_connector.npz,8,0.08520843411083369
PatchCore_native_local128,common_region,mpdd,1,4,connector,392x392,6761216,0.09878379061404845,0.9524879351324756,0.44,D:\STUDY\My_github\reference-matching-interaction-ad\outputs\patchcore\closeout\mpdd_closeout\mpdd_s1_k4\predictions\mvtec_connector.npz,8,0.0966066140651874
PatchCore_native_official224,native,mpdd,1,4,connector,224x224,2207744,0.44221577023257075,0.9811113995151844,0.15,D:\STUDY\My_github\reference-matching-interaction-ad\outputs\patchcore\closeout_official224\mpdd_official224\mpdd_s1_k4\predictions\mvtec_connector.npz,8,0.44146515273500253
PatchCore_native_official224,common_region,mpdd,1,4,connector,392x392,6761216,0.44324547909279455,0.9811933597618345,0.45,D:\STUDY\My_github\reference-matching-interaction-ad\outputs\patchcore\closeout_official224\mpdd_official224\mpdd_s1_k4\predictions\mvtec_connector.npz,8,0.44032810197883787
anomalydino_canvas,native,mpdd,1,4,connector,32x32,45056,0.23235696821310114,0.9675748808158187,0.01,D:\STUDY\My_github\reference-matching-interaction-ad\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines\region_maps\anomalydino_canvas\mpdd_s1_k4_connector.npz,1,0.23235696821310114
anomalydino_canvas,common_region,mpdd,1,4,connector,392x392,6761216,0.3485199999413312,0.9737960560802751,0.46,D:\STUDY\My_github\reference-matching-interaction-ad\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines\region_maps\anomalydino_canvas\mpdd_s1_k4_connector.npz,8,0.34638135072080795
anomalydino_canvas_rotation,native,mpdd,1,4,connector,32x32,45056,0.23684515286958663,0.9676526931893735,0.01,D:\STUDY\My_github\reference-matching-interaction-ad\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines\region_maps\anomalydino_canvas_rotation\mpdd_s1_k4_connector.npz,1,0.23684515286958663
anomalydino_canvas_rotation,common_region,mpdd,1,4,connector,392x392,6761216,0.3570454736312749,0.9738712281484829,0.47,D:\STUDY\My_github\reference-matching-interaction-ad\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines\region_maps\anomalydino_canvas_rotation\mpdd_s1_k4_connector.npz,8,0.35256991402337945
controlled_A1_J,native,mpdd,1,4,metal_plate,32x32,99328,0.8166655879046667,0.9620867947924514,0.02,D:\STUDY\My_github\reference-matching-interaction-ad\experiments\dynamic_fusion\unified_fusion_paper_support_20260913\p1_matrix\units\mpdd_s1_k4\metal_plate\patch_scores.npz,1,0.8166655879046667
controlled_A1_J,common_region,mpdd,1,4,metal_plate,392x392,14905408,0.8699101862455343,0.970733004514631,1.37,D:\STUDY\My_github\reference-matching-interaction-ad\experiments\dynamic_fusion\unified_fusion_paper_support_20260913\p1_matrix\units\mpdd_s1_k4\metal_plate\patch_scores.npz,8,0.8689938600819143
controlled_A1_L,native,mpdd,1,4,metal_plate,32x32,99328,0.8195901638734562,0.9649856614886055,0.02,D:\STUDY\My_github\reference-matching-interaction-ad\experiments\dynamic_fusion\unified_fusion_paper_support_20260913\p1_matrix\units\mpdd_s1_k4\metal_plate\patch_scores.npz,1,0.8195901638734561
controlled_A1_L,common_region,mpdd,1,4,metal_plate,392x392,14905408,0.8713606233481948,0.9730087797287059,1.35,D:\STUDY\My_github\reference-matching-interaction-ad\experiments\dynamic_fusion\unified_fusion_paper_support_20260913\p1_matrix\units\mpdd_s1_k4\metal_plate\patch_scores.npz,8,0.8706010176735302
