dataset,seed,shot,category,construction,image_index,sample_id,n_pairs,l_correct_j_wrong,l_wrong_j_correct,l_correct_j_wrong_rate,l_wrong_j_correct_rate
mvtec,2,4,hazelnut,TRI,13,hazelnut/test/crack/013.png,3200,16,13,0.005,0.0040625
mvtec,2,4,hazelnut,TRI,14,hazelnut/test/crack/014.png,2304,0,0,0.0,0.0
mvtec,2,4,hazelnut,TRI,15,hazelnut/test/crack/015.png,4096,22,14,0.00537109375,0.00341796875
mvtec,2,4,hazelnut,TRI,16,hazelnut/test/crack/016.png,4032,14,0,0.003472222222222222,0.0
mvtec,2,4,hazelnut,TRI,17,hazelnut/test/crack/017.png,4096,1,0,0.000244140625,0.0
mvtec,2,4,hazelnut,TRI,18,hazelnut/test/cut/000.png,704,1,0,0.0014204545454545455,0.0
mvtec,2,4,hazelnut,TRI,19,hazelnut/test/cut/001.png,2624,4,9,0.001524390243902439,0.003429878048780488
mvtec,2,4,hazelnut,TRI,20,hazelnut/test/cut/002.png,1088,1,0,0.0009191176470588235,0.0
mvtec,2,4,hazelnut,TRI,21,hazelnut/test/cut/003.png,1088,0,0,0.0,0.0
mvtec,2,4,hazelnut,TRI,22,hazelnut/test/cut/004.png,2240,12,0,0.005357142857142857,0.0
mvtec,2,4,hazelnut,TRI,23,hazelnut/test/cut/005.png,1152,0,2,0.0,0.001736111111111111
mvtec,2,4,hazelnut,TRI,24,hazelnut/test/cut/006.png,1536,31,8,0.020182291666666668,0.005208333333333333
mvtec,2,4,hazelnut,TRI,25,hazelnut/test/cut/007.png,1024,6,0,0.005859375,0.0
mvtec,2,4,hazelnut,TRI,26,hazelnut/test/cut/008.png,3264,36,10,0.011029411764705883,0.0030637254901960784
mvtec,2,4,hazelnut,TRI,27,hazelnut/test/cut/009.png,1536,7,1,0.004557291666666667,0.0006510416666666666
mvtec,2,4,hazelnut,TRI,28,hazelnut/test/cut/010.png,1088,3,0,0.0027573529411764708,0.0
mvtec,2,4,hazelnut,TRI,29,hazelnut/test/cut/011.png,1152,6,0,0.005208333333333333,0.0
mvtec,2,4,hazelnut,TRI,30,hazelnut/test/cut/012.png,1152,4,0,0.003472222222222222,0.0
mvtec,2,4,hazelnut,TRI,31,hazelnut/test/cut/013.png,1984,3,4,0.0015120967741935483,0.0020161290322580645
mvtec,2,4,hazelnut,TRI,32,hazelnut/test/cut/014.png,896,0,0,0.0,0.0
mvtec,2,4,hazelnut,TRI,33,hazelnut/test/cut/015.png,1472,6,0,0.004076086956521739,0.0
mvtec,2,4,hazelnut,TRI,34,hazelnut/test/cut/016.png,1472,1,0,0.0006793478260869565,0.0
mvtec,2,4,hazelnut,TRI,35,hazelnut/test/good/000.png,0,0,0,,
mvtec,2,4,hazelnut,TRI,36,hazelnut/test/good/001.png,0,0,0,,
mvtec,2,4,hazelnut,TRI,37,hazelnut/test/good/002.png,0,0,0,,
mvtec,2,4,hazelnut,TRI,38,hazelnut/test/good/003.png,0,0,0,,
mvtec,2,4,hazelnut,TRI,39,hazelnut/test/good/004.png,0,0,0,,
mvtec,2,4,hazelnut,TRI,40,hazelnut/test/good/005.png,0,0,0,,
mvtec,2,4,hazelnut,TRI,41,hazelnut/test/good/006.png,0,0,0,,
mvtec,2,4,hazelnut,TRI,42,hazelnut/test/good/007.png,0,0,0,,
mvtec,2,4,hazelnut,TRI,43,hazelnut/test/good/008.png,0,0,0,,
mvtec,2,4,hazelnut,TRI,44,hazelnut/test/good/009.png,0,0,0,,
mvtec,2,4,hazelnut,TRI,45,hazelnut/test/good/010.png,0,0,0,,
mvtec,2,4,hazelnut,TRI,46,hazelnut/test/good/011.png,0,0,0,,
mvtec,2,4,hazelnut,TRI,47,hazelnut/test/good/012.png,0,0,0,,
mvtec,2,4,hazelnut,TRI,48,hazelnut/test/good/013.png,0,0,0,,
mvtec,2,4,hazelnut,TRI,49,hazelnut/test/good/014.png,0,0,0,,
mvtec,2,4,hazelnut,TRI,50,hazelnut/test/good/015.png,0,0,0,,
mvtec,2,4,hazelnut,TRI,51,hazelnut/test/good/016.png,0,0,0,,
mvtec,2,4,hazelnut,TRI,52,hazelnut/test/good/017.png,0,0,0,,
mvtec,2,4,hazelnut,TRI,53,hazelnut/test/good/018.png,0,0,0,,
mvtec,2,4,hazelnut,TRI,54,hazelnut/test/good/019.png,0,0,0,,
mvtec,2,4,hazelnut,TRI,55,hazelnut/test/good/020.png,0,0,0,,
mvtec,2,4,hazelnut,TRI,56,hazelnut/test/good/021.png,0,0,0,,
mvtec,2,4,hazelnut,TRI,57,hazelnut/test/good/022.png,0,0,0,,
mvtec,2,4,hazelnut,TRI,58,hazelnut/test/good/023.png,0,0,0,,
mvtec,2,4,hazelnut,TRI,59,hazelnut/test/good/024.png,0,0,0,,
mvtec,2,4,hazelnut,TRI,60,hazelnut/test/good/025.png,0,0,0,,
mvtec,2,4,hazelnut,TRI,61,hazelnut/test/good/026.png,0,0,0,,
mvtec,2,4,hazelnut,TRI,62,hazelnut/test/good/027.png,0,0,0,,
mvtec,2,4,hazelnut,TRI,63,hazelnut/test/good/028.png,0,0,0,,
mvtec,2,4,hazelnut,TRI,64,hazelnut/test/good/029.png,0,0,0,,
mvtec,2,4,hazelnut,TRI,65,hazelnut/test/good/030.png,0,0,0,,
mvtec,2,4,hazelnut,TRI,66,hazelnut/test/good/031.png,0,0,0,,
mvtec,2,4,hazelnut,TRI,67,hazelnut/test/good/032.png,0,0,0,,
mvtec,2,4,hazelnut,TRI,68,hazelnut/test/good/033.png,0,0,0,,
mvtec,2,4,hazelnut,TRI,69,hazelnut/test/good/034.png,0,0,0,,
mvtec,2,4,hazelnut,TRI,70,hazelnut/test/good/035.png,0,0,0,,
mvtec,2,4,hazelnut,TRI,71,hazelnut/test/good/036.png,0,0,0,,
mvtec,2,4,hazelnut,TRI,72,hazelnut/test/good/037.png,0,0,0,,
mvtec,2,4,hazelnut,TRI,73,hazelnut/test/good/038.png,0,0,0,,
mvtec,2,4,hazelnut,TRI,74,hazelnut/test/good/039.png,0,0,0,,
mvtec,2,4,hazelnut,TRI,75,hazelnut/test/hole/000.png,1600,0,0,0.0,0.0
mvtec,2,4,hazelnut,TRI,76,hazelnut/test/hole/001.png,704,0,0,0.0,0.0
mvtec,2,4,hazelnut,TRI,77,hazelnut/test/hole/002.png,960,6,0,0.00625,0.0
mvtec,2,4,hazelnut,TRI,78,hazelnut/test/hole/003.png,1280,5,1,0.00390625,0.00078125
mvtec,2,4,hazelnut,TRI,79,hazelnut/test/hole/004.png,1152,0,0,0.0,0.0
mvtec,2,4,hazelnut,TRI,80,hazelnut/test/hole/005.png,1152,0,0,0.0,0.0
mvtec,2,4,hazelnut,TRI,81,hazelnut/test/hole/006.png,2688,2,7,0.000744047619047619,0.0026041666666666665
mvtec,2,4,hazelnut,TRI,82,hazelnut/test/hole/007.png,512,0,0,0.0,0.0
mvtec,2,4,hazelnut,TRI,83,hazelnut/test/hole/008.png,704,0,0,0.0,0.0
mvtec,2,4,hazelnut,TRI,84,hazelnut/test/hole/009.png,1088,0,0,0.0,0.0
mvtec,2,4,hazelnut,TRI,85,hazelnut/test/hole/010.png,2112,1,0,0.0004734848484848485,0.0
mvtec,2,4,hazelnut,TRI,86,hazelnut/test/hole/011.png,2304,8,9,0.003472222222222222,0.00390625
mvtec,2,4,hazelnut,TRI,87,hazelnut/test/hole/012.png,2176,1,1,0.00045955882352941176,0.00045955882352941176
mvtec,2,4,hazelnut,TRI,88,hazelnut/test/hole/013.png,2368,0,2,0.0,0.0008445945945945946
mvtec,2,4,hazelnut,TRI,89,hazelnut/test/hole/014.png,3392,11,12,0.003242924528301887,0.003537735849056604
mvtec,2,4,hazelnut,TRI,90,hazelnut/test/hole/015.png,896,0,0,0.0,0.0
mvtec,2,4,hazelnut,TRI,91,hazelnut/test/hole/016.png,3776,8,20,0.00211864406779661,0.005296610169491525
mvtec,2,4,hazelnut,TRI,92,hazelnut/test/hole/017.png,2496,7,3,0.0028044871794871795,0.001201923076923077
mvtec,2,4,hazelnut,TRI,93,hazelnut/test/print/000.png,4096,18,1,0.00439453125,0.000244140625
mvtec,2,4,hazelnut,TRI,94,hazelnut/test/print/001.png,2880,21,1,0.007291666666666667,0.00034722222222222224
mvtec,2,4,hazelnut,TRI,95,hazelnut/test/print/002.png,3136,1,2,0.00031887755102040814,0.0006377551020408163
mvtec,2,4,hazelnut,TRI,96,hazelnut/test/print/003.png,2112,16,5,0.007575757575757576,0.0023674242424242425
mvtec,2,4,hazelnut,TRI,97,hazelnut/test/print/004.png,3520,20,2,0.005681818181818182,0.0005681818181818182
mvtec,2,4,hazelnut,TRI,98,hazelnut/test/print/005.png,2240,19,18,0.008482142857142856,0.008035714285714285
mvtec,2,4,hazelnut,TRI,99,hazelnut/test/print/006.png,3392,1,2,0.00029481132075471697,0.0005896226415094339
mvtec,2,4,hazelnut,TRI,100,hazelnut/test/print/007.png,3648,18,20,0.004934210526315789,0.005482456140350877
mvtec,2,4,hazelnut,TRI,101,hazelnut/test/print/008.png,3392,0,0,0.0,0.0
mvtec,2,4,hazelnut,TRI,102,hazelnut/test/print/009.png,2880,24,6,0.008333333333333333,0.0020833333333333333
mvtec,2,4,hazelnut,TRI,103,hazelnut/test/print/010.png,3520,6,4,0.0017045454545454545,0.0011363636363636363
mvtec,2,4,hazelnut,TRI,104,hazelnut/test/print/011.png,4096,25,9,0.006103515625,0.002197265625
mvtec,2,4,hazelnut,TRI,105,hazelnut/test/print/012.png,3264,16,5,0.004901960784313725,0.0015318627450980392
mvtec,2,4,hazelnut,TRI,106,hazelnut/test/print/013.png,2048,15,0,0.00732421875,0.0
mvtec,2,4,hazelnut,TRI,107,hazelnut/test/print/014.png,3264,4,2,0.0012254901960784314,0.0006127450980392157
mvtec,2,4,hazelnut,TRI,108,hazelnut/test/print/015.png,1728,20,8,0.011574074074074073,0.004629629629629629
mvtec,2,4,hazelnut,TRI,109,hazelnut/test/print/016.png,4096,16,8,0.00390625,0.001953125
mvtec,2,4,hazelnut,BAL,0,hazelnut/test/crack/000.png,4096,4,5,0.0009765625,0.001220703125
mvtec,2,4,hazelnut,BAL,1,hazelnut/test/crack/001.png,4096,6,1,0.00146484375,0.000244140625
mvtec,2,4,hazelnut,BAL,2,hazelnut/test/crack/002.png,2944,18,1,0.006114130434782609,0.00033967391304347825
mvtec,2,4,hazelnut,BAL,3,hazelnut/test/crack/003.png,3392,15,6,0.004422169811320755,0.001768867924528302
mvtec,2,4,hazelnut,BAL,4,hazelnut/test/crack/004.png,2624,0,1,0.0,0.00038109756097560977
mvtec,2,4,hazelnut,BAL,5,hazelnut/test/crack/005.png,2880,0,0,0.0,0.0
mvtec,2,4,hazelnut,BAL,6,hazelnut/test/crack/006.png,4096,5,7,0.001220703125,0.001708984375
mvtec,2,4,hazelnut,BAL,7,hazelnut/test/crack/007.png,4096,20,4,0.0048828125,0.0009765625
mvtec,2,4,hazelnut,BAL,8,hazelnut/test/crack/008.png,4096,0,0,0.0,0.0
mvtec,2,4,hazelnut,BAL,9,hazelnut/test/crack/009.png,4096,1,6,0.000244140625,0.00146484375
mvtec,2,4,hazelnut,BAL,10,hazelnut/test/crack/010.png,4096,1,6,0.000244140625,0.00146484375
mvtec,2,4,hazelnut,BAL,11,hazelnut/test/crack/011.png,4096,10,20,0.00244140625,0.0048828125
mvtec,2,4,hazelnut,BAL,12,hazelnut/test/crack/012.png,3328,31,5,0.009314903846153846,0.0015024038461538462
mvtec,2,4,hazelnut,BAL,13,hazelnut/test/crack/013.png,3200,18,17,0.005625,0.0053125
mvtec,2,4,hazelnut,BAL,14,hazelnut/test/crack/014.png,2304,0,0,0.0,0.0
mvtec,2,4,hazelnut,BAL,15,hazelnut/test/crack/015.png,4096,20,18,0.0048828125,0.00439453125
mvtec,2,4,hazelnut,BAL,16,hazelnut/test/crack/016.png,4032,15,0,0.003720238095238095,0.0
mvtec,2,4,hazelnut,BAL,17,hazelnut/test/crack/017.png,4096,1,0,0.000244140625,0.0
mvtec,2,4,hazelnut,BAL,18,hazelnut/test/cut/000.png,704,4,0,0.005681818181818182,0.0
mvtec,2,4,hazelnut,BAL,19,hazelnut/test/cut/001.png,2624,5,10,0.0019054878048780487,0.0038109756097560975
mvtec,2,4,hazelnut,BAL,20,hazelnut/test/cut/002.png,1088,0,0,0.0,0.0
mvtec,2,4,hazelnut,BAL,21,hazelnut/test/cut/003.png,1088,1,0,0.0009191176470588235,0.0
mvtec,2,4,hazelnut,BAL,22,hazelnut/test/cut/004.png,2240,21,0,0.009375,0.0
mvtec,2,4,hazelnut,BAL,23,hazelnut/test/cut/005.png,1152,1,2,0.0008680555555555555,0.001736111111111111
mvtec,2,4,hazelnut,BAL,24,hazelnut/test/cut/006.png,1536,31,9,0.020182291666666668,0.005859375
mvtec,2,4,hazelnut,BAL,25,hazelnut/test/cut/007.png,1024,7,0,0.0068359375,0.0
mvtec,2,4,hazelnut,BAL,26,hazelnut/test/cut/008.png,3264,39,10,0.011948529411764705,0.0030637254901960784
mvtec,2,4,hazelnut,BAL,27,hazelnut/test/cut/009.png,1536,5,3,0.0032552083333333335,0.001953125
mvtec,2,4,hazelnut,BAL,28,hazelnut/test/cut/010.png,1088,0,0,0.0,0.0
mvtec,2,4,hazelnut,BAL,29,hazelnut/test/cut/011.png,1152,4,2,0.003472222222222222,0.001736111111111111
mvtec,2,4,hazelnut,BAL,30,hazelnut/test/cut/012.png,1152,7,0,0.006076388888888889,0.0
mvtec,2,4,hazelnut,BAL,31,hazelnut/test/cut/013.png,1984,6,1,0.0030241935483870967,0.0005040322580645161
mvtec,2,4,hazelnut,BAL,32,hazelnut/test/cut/014.png,896,0,0,0.0,0.0
mvtec,2,4,hazelnut,BAL,33,hazelnut/test/cut/015.png,1472,13,1,0.008831521739130434,0.0006793478260869565
mvtec,2,4,hazelnut,BAL,34,hazelnut/test/cut/016.png,1472,4,0,0.002717391304347826,0.0
mvtec,2,4,hazelnut,BAL,35,hazelnut/test/good/000.png,0,0,0,,
mvtec,2,4,hazelnut,BAL,36,hazelnut/test/good/001.png,0,0,0,,
mvtec,2,4,hazelnut,BAL,37,hazelnut/test/good/002.png,0,0,0,,
mvtec,2,4,hazelnut,BAL,38,hazelnut/test/good/003.png,0,0,0,,
mvtec,2,4,hazelnut,BAL,39,hazelnut/test/good/004.png,0,0,0,,
mvtec,2,4,hazelnut,BAL,40,hazelnut/test/good/005.png,0,0,0,,
mvtec,2,4,hazelnut,BAL,41,hazelnut/test/good/006.png,0,0,0,,
mvtec,2,4,hazelnut,BAL,42,hazelnut/test/good/007.png,0,0,0,,
mvtec,2,4,hazelnut,BAL,43,hazelnut/test/good/008.png,0,0,0,,
mvtec,2,4,hazelnut,BAL,44,hazelnut/test/good/009.png,0,0,0,,
mvtec,2,4,hazelnut,BAL,45,hazelnut/test/good/010.png,0,0,0,,
mvtec,2,4,hazelnut,BAL,46,hazelnut/test/good/011.png,0,0,0,,
mvtec,2,4,hazelnut,BAL,47,hazelnut/test/good/012.png,0,0,0,,
mvtec,2,4,hazelnut,BAL,48,hazelnut/test/good/013.png,0,0,0,,
mvtec,2,4,hazelnut,BAL,49,hazelnut/test/good/014.png,0,0,0,,
mvtec,2,4,hazelnut,BAL,50,hazelnut/test/good/015.png,0,0,0,,
mvtec,2,4,hazelnut,BAL,51,hazelnut/test/good/016.png,0,0,0,,
mvtec,2,4,hazelnut,BAL,52,hazelnut/test/good/017.png,0,0,0,,
mvtec,2,4,hazelnut,BAL,53,hazelnut/test/good/018.png,0,0,0,,
mvtec,2,4,hazelnut,BAL,54,hazelnut/test/good/019.png,0,0,0,,
mvtec,2,4,hazelnut,BAL,55,hazelnut/test/good/020.png,0,0,0,,
mvtec,2,4,hazelnut,BAL,56,hazelnut/test/good/021.png,0,0,0,,
mvtec,2,4,hazelnut,BAL,57,hazelnut/test/good/022.png,0,0,0,,
mvtec,2,4,hazelnut,BAL,58,hazelnut/test/good/023.png,0,0,0,,
mvtec,2,4,hazelnut,BAL,59,hazelnut/test/good/024.png,0,0,0,,
mvtec,2,4,hazelnut,BAL,60,hazelnut/test/good/025.png,0,0,0,,
mvtec,2,4,hazelnut,BAL,61,hazelnut/test/good/026.png,0,0,0,,
mvtec,2,4,hazelnut,BAL,62,hazelnut/test/good/027.png,0,0,0,,
mvtec,2,4,hazelnut,BAL,63,hazelnut/test/good/028.png,0,0,0,,
mvtec,2,4,hazelnut,BAL,64,hazelnut/test/good/029.png,0,0,0,,
mvtec,2,4,hazelnut,BAL,65,hazelnut/test/good/030.png,0,0,0,,
mvtec,2,4,hazelnut,BAL,66,hazelnut/test/good/031.png,0,0,0,,
mvtec,2,4,hazelnut,BAL,67,hazelnut/test/good/032.png,0,0,0,,
mvtec,2,4,hazelnut,BAL,68,hazelnut/test/good/033.png,0,0,0,,
mvtec,2,4,hazelnut,BAL,69,hazelnut/test/good/034.png,0,0,0,,
mvtec,2,4,hazelnut,BAL,70,hazelnut/test/good/035.png,0,0,0,,
mvtec,2,4,hazelnut,BAL,71,hazelnut/test/good/036.png,0,0,0,,
mvtec,2,4,hazelnut,BAL,72,hazelnut/test/good/037.png,0,0,0,,
mvtec,2,4,hazelnut,BAL,73,hazelnut/test/good/038.png,0,0,0,,
mvtec,2,4,hazelnut,BAL,74,hazelnut/test/good/039.png,0,0,0,,
mvtec,2,4,hazelnut,BAL,75,hazelnut/test/hole/000.png,1600,0,0,0.0,0.0
mvtec,2,4,hazelnut,BAL,76,hazelnut/test/hole/001.png,704,0,0,0.0,0.0
mvtec,2,4,hazelnut,BAL,77,hazelnut/test/hole/002.png,960,4,0,0.004166666666666667,0.0
mvtec,2,4,hazelnut,BAL,78,hazelnut/test/hole/003.png,1280,3,0,0.00234375,0.0
mvtec,2,4,hazelnut,BAL,79,hazelnut/test/hole/004.png,1152,0,0,0.0,0.0
mvtec,2,4,hazelnut,BAL,80,hazelnut/test/hole/005.png,1152,0,0,0.0,0.0
mvtec,2,4,hazelnut,BAL,81,hazelnut/test/hole/006.png,2688,3,11,0.0011160714285714285,0.004092261904761905
mvtec,2,4,hazelnut,BAL,82,hazelnut/test/hole/007.png,512,0,0,0.0,0.0
mvtec,2,4,hazelnut,BAL,83,hazelnut/test/hole/008.png,704,0,0,0.0,0.0
mvtec,2,4,hazelnut,BAL,84,hazelnut/test/hole/009.png,1088,1,0,0.0009191176470588235,0.0
mvtec,2,4,hazelnut,BAL,85,hazelnut/test/hole/010.png,2112,1,0,0.0004734848484848485,0.0
mvtec,2,4,hazelnut,BAL,86,hazelnut/test/hole/011.png,2304,6,17,0.0026041666666666665,0.007378472222222222
mvtec,2,4,hazelnut,BAL,87,hazelnut/test/hole/012.png,2176,0,1,0.0,0.00045955882352941176
mvtec,2,4,hazelnut,BAL,88,hazelnut/test/hole/013.png,2368,1,0,0.0004222972972972973,0.0
mvtec,2,4,hazelnut,BAL,89,hazelnut/test/hole/014.png,3392,11,9,0.003242924528301887,0.0026533018867924527
mvtec,2,4,hazelnut,BAL,90,hazelnut/test/hole/015.png,896,0,0,0.0,0.0
mvtec,2,4,hazelnut,BAL,91,hazelnut/test/hole/016.png,3776,8,20,0.00211864406779661,0.005296610169491525
mvtec,2,4,hazelnut,BAL,92,hazelnut/test/hole/017.png,2496,7,1,0.0028044871794871795,0.00040064102564102563
mvtec,2,4,hazelnut,BAL,93,hazelnut/test/print/000.png,4096,14,3,0.00341796875,0.000732421875
mvtec,2,4,hazelnut,BAL,94,hazelnut/test/print/001.png,2880,22,0,0.007638888888888889,0.0
mvtec,2,4,hazelnut,BAL,95,hazelnut/test/print/002.png,3136,1,0,0.00031887755102040814,0.0
mvtec,2,4,hazelnut,BAL,96,hazelnut/test/print/003.png,2112,16,6,0.007575757575757576,0.002840909090909091
mvtec,2,4,hazelnut,BAL,97,hazelnut/test/print/004.png,3520,26,2,0.007386363636363636,0.0005681818181818182
mvtec,2,4,hazelnut,BAL,98,hazelnut/test/print/005.png,2240,19,15,0.008482142857142856,0.006696428571428571
mvtec,2,4,hazelnut,BAL,99,hazelnut/test/print/006.png,3392,0,1,0.0,0.00029481132075471697
mvtec,2,4,hazelnut,BAL,100,hazelnut/test/print/007.png,3648,12,18,0.003289473684210526,0.004934210526315789
mvtec,2,4,hazelnut,BAL,101,hazelnut/test/print/008.png,3392,0,0,0.0,0.0
mvtec,2,4,hazelnut,BAL,102,hazelnut/test/print/009.png,2880,21,9,0.007291666666666667,0.003125
mvtec,2,4,hazelnut,BAL,103,hazelnut/test/print/010.png,3520,7,5,0.0019886363636363634,0.0014204545454545455
mvtec,2,4,hazelnut,BAL,104,hazelnut/test/print/011.png,4096,27,10,0.006591796875,0.00244140625
mvtec,2,4,hazelnut,BAL,105,hazelnut/test/print/012.png,3264,11,12,0.0033700980392156864,0.003676470588235294
mvtec,2,4,hazelnut,BAL,106,hazelnut/test/print/013.png,2048,18,1,0.0087890625,0.00048828125
mvtec,2,4,hazelnut,BAL,107,hazelnut/test/print/014.png,3264,4,6,0.0012254901960784314,0.001838235294117647
mvtec,2,4,hazelnut,BAL,108,hazelnut/test/print/015.png,1728,22,9,0.01273148148148148,0.005208333333333333
mvtec,2,4,hazelnut,BAL,109,hazelnut/test/print/016.png,4096,24,4,0.005859375,0.0009765625
mvtec,2,4,hazelnut,DUP,0,hazelnut/test/crack/000.png,4096,4,1,0.0009765625,0.000244140625
mvtec,2,4,hazelnut,DUP,1,hazelnut/test/crack/001.png,4096,2,2,0.00048828125,0.00048828125
mvtec,2,4,hazelnut,DUP,2,hazelnut/test/crack/002.png,2944,4,2,0.001358695652173913,0.0006793478260869565
mvtec,2,4,hazelnut,DUP,3,hazelnut/test/crack/003.png,3392,19,6,0.005601415094339622,0.001768867924528302
mvtec,2,4,hazelnut,DUP,4,hazelnut/test/crack/004.png,2624,1,0,0.00038109756097560977,0.0
mvtec,2,4,hazelnut,DUP,5,hazelnut/test/crack/005.png,2880,2,3,0.0006944444444444445,0.0010416666666666667
mvtec,2,4,hazelnut,DUP,6,hazelnut/test/crack/006.png,4096,0,3,0.0,0.000732421875
mvtec,2,4,hazelnut,DUP,7,hazelnut/test/crack/007.png,4096,11,2,0.002685546875,0.00048828125
mvtec,2,4,hazelnut,DUP,8,hazelnut/test/crack/008.png,4096,1,1,0.000244140625,0.000244140625
mvtec,2,4,hazelnut,DUP,9,hazelnut/test/crack/009.png,4096,1,1,0.000244140625,0.000244140625
mvtec,2,4,hazelnut,DUP,10,hazelnut/test/crack/010.png,4096,2,6,0.00048828125,0.00146484375
mvtec,2,4,hazelnut,DUP,11,hazelnut/test/crack/011.png,4096,6,5,0.00146484375,0.001220703125
mvtec,2,4,hazelnut,DUP,12,hazelnut/test/crack/012.png,3328,10,7,0.0030048076923076925,0.0021033653846153845
mvtec,2,4,hazelnut,DUP,13,hazelnut/test/crack/013.png,3200,22,12,0.006875,0.00375
mvtec,2,4,hazelnut,DUP,14,hazelnut/test/crack/014.png,2304,0,0,0.0,0.0
mvtec,2,4,hazelnut,DUP,15,hazelnut/test/crack/015.png,4096,17,24,0.004150390625,0.005859375
mvtec,2,4,hazelnut,DUP,16,hazelnut/test/crack/016.png,4032,8,1,0.001984126984126984,0.000248015873015873
mvtec,2,4,hazelnut,DUP,17,hazelnut/test/crack/017.png,4096,1,0,0.000244140625,0.0
mvtec,2,4,hazelnut,DUP,18,hazelnut/test/cut/000.png,704,1,0,0.0014204545454545455,0.0
mvtec,2,4,hazelnut,DUP,19,hazelnut/test/cut/001.png,2624,1,8,0.00038109756097560977,0.003048780487804878
mvtec,2,4,hazelnut,DUP,20,hazelnut/test/cut/002.png,1088,6,0,0.0055147058823529415,0.0
mvtec,2,4,hazelnut,DUP,21,hazelnut/test/cut/003.png,1088,0,0,0.0,0.0
mvtec,2,4,hazelnut,DUP,22,hazelnut/test/cut/004.png,2240,6,2,0.0026785714285714286,0.0008928571428571428
mvtec,2,4,hazelnut,DUP,23,hazelnut/test/cut/005.png,1152,2,0,0.001736111111111111,0.0
mvtec,2,4,hazelnut,DUP,24,hazelnut/test/cut/006.png,1536,30,5,0.01953125,0.0032552083333333335
mvtec,2,4,hazelnut,DUP,25,hazelnut/test/cut/007.png,1024,10,1,0.009765625,0.0009765625
mvtec,2,4,hazelnut,DUP,26,hazelnut/test/cut/008.png,3264,23,7,0.0070465686274509805,0.002144607843137255
mvtec,2,4,hazelnut,DUP,27,hazelnut/test/cut/009.png,1536,5,0,0.0032552083333333335,0.0
mvtec,2,4,hazelnut,DUP,28,hazelnut/test/cut/010.png,1088,2,0,0.001838235294117647,0.0
mvtec,2,4,hazelnut,DUP,29,hazelnut/test/cut/011.png,1152,1,0,0.0008680555555555555,0.0
mvtec,2,4,hazelnut,DUP,30,hazelnut/test/cut/012.png,1152,1,0,0.0008680555555555555,0.0
mvtec,2,4,hazelnut,DUP,31,hazelnut/test/cut/013.png,1984,2,2,0.0010080645161290322,0.0010080645161290322
mvtec,2,4,hazelnut,DUP,32,hazelnut/test/cut/014.png,896,0,0,0.0,0.0
mvtec,2,4,hazelnut,DUP,33,hazelnut/test/cut/015.png,1472,2,2,0.001358695652173913,0.001358695652173913
mvtec,2,4,hazelnut,DUP,34,hazelnut/test/cut/016.png,1472,4,0,0.002717391304347826,0.0
mvtec,2,4,hazelnut,DUP,35,hazelnut/test/good/000.png,0,0,0,,
mvtec,2,4,hazelnut,DUP,36,hazelnut/test/good/001.png,0,0,0,,
mvtec,2,4,hazelnut,DUP,37,hazelnut/test/good/002.png,0,0,0,,
mvtec,2,4,hazelnut,DUP,38,hazelnut/test/good/003.png,0,0,0,,
mvtec,2,4,hazelnut,DUP,39,hazelnut/test/good/004.png,0,0,0,,
mvtec,2,4,hazelnut,DUP,40,hazelnut/test/good/005.png,0,0,0,,
mvtec,2,4,hazelnut,DUP,41,hazelnut/test/good/006.png,0,0,0,,
mvtec,2,4,hazelnut,DUP,42,hazelnut/test/good/007.png,0,0,0,,
mvtec,2,4,hazelnut,DUP,43,hazelnut/test/good/008.png,0,0,0,,
mvtec,2,4,hazelnut,DUP,44,hazelnut/test/good/009.png,0,0,0,,
mvtec,2,4,hazelnut,DUP,45,hazelnut/test/good/010.png,0,0,0,,
mvtec,2,4,hazelnut,DUP,46,hazelnut/test/good/011.png,0,0,0,,
mvtec,2,4,hazelnut,DUP,47,hazelnut/test/good/012.png,0,0,0,,
mvtec,2,4,hazelnut,DUP,48,hazelnut/test/good/013.png,0,0,0,,
mvtec,2,4,hazelnut,DUP,49,hazelnut/test/good/014.png,0,0,0,,
mvtec,2,4,hazelnut,DUP,50,hazelnut/test/good/015.png,0,0,0,,
mvtec,2,4,hazelnut,DUP,51,hazelnut/test/good/016.png,0,0,0,,
mvtec,2,4,hazelnut,DUP,52,hazelnut/test/good/017.png,0,0,0,,
mvtec,2,4,hazelnut,DUP,53,hazelnut/test/good/018.png,0,0,0,,
mvtec,2,4,hazelnut,DUP,54,hazelnut/test/good/019.png,0,0,0,,
mvtec,2,4,hazelnut,DUP,55,hazelnut/test/good/020.png,0,0,0,,
mvtec,2,4,hazelnut,DUP,56,hazelnut/test/good/021.png,0,0,0,,
mvtec,2,4,hazelnut,DUP,57,hazelnut/test/good/022.png,0,0,0,,
mvtec,2,4,hazelnut,DUP,58,hazelnut/test/good/023.png,0,0,0,,
mvtec,2,4,hazelnut,DUP,59,hazelnut/test/good/024.png,0,0,0,,
mvtec,2,4,hazelnut,DUP,60,hazelnut/test/good/025.png,0,0,0,,
mvtec,2,4,hazelnut,DUP,61,hazelnut/test/good/026.png,0,0,0,,
mvtec,2,4,hazelnut,DUP,62,hazelnut/test/good/027.png,0,0,0,,
mvtec,2,4,hazelnut,DUP,63,hazelnut/test/good/028.png,0,0,0,,
